POS,PLAYER,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w,Nationality,Player Link,Team,Dots,Maid,Season
25,Ashish Nehra,13,13,48.0,402,11,0,36.54,8.37,26.18,0,0,Indian,0,Nan,99.0,0.0,2012
26,Brad Hogg,9,9,36.0,253,10,0,25.3,7.02,21.6,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/231/brad-hogg,Rajasthan Royals,73.0,0.0,2012
27,Kevon Cooper,6,6,24.0,174,10,0,17.4,7.25,14.4,1,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/232/kevon-cooper,Rajasthan Royals,52.0,1.0,2012
28,RP Singh,11,11,41.0,318,10,0,31.8,7.75,24.6,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/112/rp-singh,Mumbai Indians,103.0,0.0,2012
29,Ashish Reddy,9,8,24.1,205,10,0,20.5,8.48,14.5,0,0,Indian,0,Nan,52.0,0.0,2012
30,Veer Pratap Singh,9,9,34.0,296,10,0,29.6,8.7,20.4,0,0,Indian,0,Nan,71.0,0.0,2012
31,Amit Singh,9,9,32.5,310,10,0,31.0,9.44,19.7,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/137/amit-singh,Rajasthan Royals,58.0,0.0,2012
32,Praveen Kumar,16,16,63.0,434,9,0,48.22,6.88,42.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/77/praveen-kumar,Kings Xi Punjab,168.0,2.0,2012
33,Ashok Dinda,7,7,24.0,169,9,0,18.77,7.04,16.0,1,0,Indian,0,Nan,61.0,1.0,2012
34,Johan Botha,11,11,41.0,297,9,0,33.0,7.24,27.33,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/224/johan-botha,Rajasthan Royals,87.0,0.0,2012
35,Pragyan Ojha,9,9,30.0,220,9,0,24.44,7.33,20.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/106/pragyan-ojha,Mumbai Indians,66.0,0.0,2012
36,Rahul Sharma,11,11,37.0,300,9,0,33.33,8.1,24.66,0,0,Indian,0,Nan,72.0,0.0,2012
37,Shadab Jakati,15,15,41.0,335,9,0,37.22,8.17,27.33,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/10/shadab-jakati,Chennai Super Kings,76.0,0.0,2012
38,Harshal Patel,12,11,41.0,340,9,0,37.77,8.29,27.33,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/157/harshal-patel,Royal Challengers Bangalore,78.0,0.0,2012
39,Shahbaz Nadeem,12,12,45.0,318,8,0,39.75,7.06,33.75,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/57/shahbaz-nadeem,Delhi Capitals,88.0,0.0,2012
40,Bhuvneshwar Kumar,11,11,39.0,281,8,0,35.12,7.2,29.25,0,0,Indian,0,Nan,86.0,0.0,2012
41,Ryan Harris,5,5,18.0,130,8,0,16.25,7.22,13.5,1,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/190/ryan-harris,Kings Xi Punjab,48.0,0.0,2012
42,Marlon Samuels,8,8,28.4,216,8,0,27.0,7.53,21.5,0,0,Overseas,0,Nan,66.0,0.0,2012
43,Irfan Pathan,17,17,60.0,465,8,0,58.12,7.75,45.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/49/irfan-pathan,Delhi Capitals,145.0,2.0,2012
44,Dan Christian,7,7,27.0,233,8,0,29.12,8.62,20.25,0,0,Overseas,0,Nan,51.0,0.0,2012
45,Doug Bollinger,6,6,18.0,157,8,0,19.62,8.72,13.5,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/18/doug-bollinger,Chennai Super Kings,46.0,0.0,2012
46,Varun Aaron,8,8,31.0,271,8,0,33.87,8.74,23.25,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/61/varun-aaron,Delhi Capitals,73.0,0.0,2012
47,Dimitri Mascarenhas,4,4,16.0,105,7,0,15.0,6.56,13.71,0,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/188/dimitri-mascarenhas,Kings Xi Punjab,35.0,0.0,2012
48,Pawan Negi,8,6,22.0,152,7,0,21.71,6.9,18.85,1,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/53/pawan-negi,Delhi Capitals,49.0,0.0,2012
49,Angelo Mathews,9,9,26.0,192,7,0,27.42,7.38,22.28,0,0,Overseas,0,Nan,50.0,0.0,2012
50,Brett Lee,10,10,38.0,299,7,0,42.71,7.86,32.57,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/196/brett-lee,Kolkata Knight Riders,99.0,1.0,2012
51,Pankaj Singh,6,6,21.0,170,7,0,24.28,8.09,18.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/144/pankaj-singh,Rajasthan Royals,57.0,0.0,2012
52,Ankeet Chavan,8,8,27.2,236,7,0,33.71,8.63,23.42,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/138/ankeet-chavan,Rajasthan Royals,55.0,0.0,2012
53,Shaun Tait,6,6,22.5,151,6,0,25.16,6.61,22.83,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/228/shaun-tait,Rajasthan Royals,65.0,0.0,2012
54,Shane Watson,7,7,23.0,161,6,0,26.83,7.0,23.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,62.0,1.0,2012
55,Harbhajan Singh,17,16,54.0,384,6,0,64.0,7.11,54.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,117.0,1.0,2012
56,Dhawal Kulkarni,2,2,8.0,64,6,0,10.66,8.0,8.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/101/dhawal-kulkarni,Mumbai Indians,23.0,1.0,2012
57,James Franklin,12,9,15.0,121,6,0,20.16,8.06,15.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/209/james-franklin,Mumbai Indians,25.0,0.0,2012
58,Harmeet Singh Bansal,7,6,19.2,168,6,0,28.0,8.68,19.33,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/70/harmeet-singh-bansal,Kings Xi Punjab,33.0,0.0,2012
59,KP Appanna,7,6,17.0,148,6,0,24.66,8.7,17.0,1,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/279/kp-appanna,Royal Challengers Bangalore,35.0,0.0,2012
60,Wayne Parnell,6,6,21.0,128,5,0,25.6,6.09,25.2,0,0,Overseas,0,Nan,51.0,1.0,2012
61,Andrew McDonald,4,3,10.0,61,5,0,12.2,6.1,12.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/234/andrew-mcdonald,Royal Challengers Bangalore,18.0,0.0,2012
62,Ajit Chandila,4,4,14.0,86,5,0,17.2,6.14,16.8,1,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/273/ajit-chandila,Rajasthan Royals,39.0,0.0,2012
63,Daniel Vettori,9,9,35.0,236,5,0,47.2,6.74,42.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/243/daniel-vettori,Royal Challengers Bangalore,66.0,0.0,2012
64,Iqbal Abdulla,9,8,22.0,144,4,0,36.0,6.54,33.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/85/iqbal-abdulla,Kolkata Knight Riders,46.0,0.0,2012
65,Nuwan Kulasekara,5,4,14.0,94,4,0,23.5,6.71,21.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/23/nuwan-kulasekara,Chennai Super Kings,38.0,0.0,2012
66,Ankit Sharma,9,9,24.1,165,4,0,41.25,6.82,36.25,0,0,Indian,0,Nan,62.0,0.0,2012
67,Murali Kartik,11,11,36.0,266,4,0,66.5,7.38,54.0,0,0,Indian,0,Nan,76.0,0.0,2012
68,David Hussey,16,6,9.0,63,3,0,21.0,7.0,18.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/186/david-hussey,Kings Xi Punjab,14.0,0.0,2012
69,Alfonso Thomas,4,4,14.0,109,3,0,36.33,7.78,28.0,0,0,Overseas,0,Nan,30.0,0.0,2012
70,Stuart Binny,8,6,10.0,78,3,0,26.0,7.8,20.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/148/stuart-binny,Rajasthan Royals,15.0,0.0,2012
71,Doug Bracewell,1,1,4.0,32,3,0,10.66,8.0,8.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/176/doug-bracewell,Delhi Capitals,10.0,0.0,2012
72,Yusuf Pathan,17,12,22.0,182,3,0,60.66,8.27,44.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,46.0,0.0,2012
73,Manpreet Gony,6,6,24.0,207,3,0,69.0,8.62,48.0,0,0,Indian,0,Nan,58.0,0.0,2012
74,Yo Mahesh,5,4,9.2,81,3,0,27.0,8.67,18.66,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/15/yo-mahesh,Chennai Super Kings,18.0,0.0,2012
75,Robin Peterson,5,4,8.0,70,3,0,23.33,8.75,16.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/214/robin-peterson,Mumbai Indians,21.0,0.0,2012
76,James Faulkner,2,2,8.0,72,3,0,24.0,9.0,16.0,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/193/james-faulkner,Kings Xi Punjab,14.0,0.0,2012
77,Shikhar Dhawan,15,4,6.0,55,3,0,18.33,9.16,12.0,0,0,Indian,0,Nan,12.0,0.0,2012
78,Anand Rajan,4,4,11.5,109,3,0,36.33,9.21,23.66,0,0,Indian,0,Nan,18.0,0.0,2012
79,Ajit Agarkar,4,4,14.2,134,3,0,44.66,9.34,28.66,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/47/ajit-agarkar,Delhi Capitals,20.0,0.0,2012
80,Marchant de Lange,3,3,10.0,107,3,0,35.66,10.7,20.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/204/marchant-de-lange,Kolkata Knight Riders,17.0,0.0,2012
81,Roelof van der Merwe,3,3,10.0,60,2,0,30.0,6.0,30.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/173/roelof-van-der-merwe,Delhi Capitals,26.0,0.0,2012
82,Michael Clarke,6,5,11.0,67,2,0,33.5,6.09,33.0,0,0,Overseas,0,Nan,22.0,0.0,2012
83,Dwayne Smith,7,6,13.0,95,2,0,47.5,7.3,39.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/413/dwayne-smith,Mumbai Indians,28.0,0.0,2012
84,Suresh Raina,19,7,14.0,105,2,0,52.5,7.5,42.0,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,21.0,0.0,2012
85,Bhargav Bhatt,5,5,16.3,136,2,0,68.0,8.24,49.5,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/68/bhargav-bhatt,Kings Xi Punjab,26.0,0.0,2012
86,Juan Theron,2,2,8.0,66,2,0,33.0,8.25,24.0,0,0,Overseas,0,Nan,18.0,0.0,2012
87,Sourav Ganguly,15,4,10.0,95,2,0,47.5,9.5,30.0,0,0,Indian,0,Nan,10.0,0.0,2012
88,Laxmi Ratan Shukla,11,2,2.0,12,1,0,12.0,6.0,12.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,0.0,0.0,2012
89,Abhishek Jhunjhunwala,5,3,6.0,38,1,0,38.0,6.33,36.0,0,0,Indian,0,Nan,14.0,0.0,2012
90,Ashok Menaria,15,3,3.2,23,1,0,23.0,6.9,20.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/139/ashok-menaria,Rajasthan Royals,10.0,0.0,2012
91,Glenn Maxwell,2,2,3.0,22,1,0,22.0,7.33,18.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/282/glenn-maxwell,Delhi Capitals,0.0,0.0,2012
92,Mandeep Singh,16,1,3.0,23,1,0,23.0,7.66,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/72/mandeep-singh,Kings Xi Punjab,7.0,0.0,2012
93,Ryan ten Doeschate,3,1,3.0,24,1,0,24.0,8.0,18.0,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/200/ryan-ten-doeschate,Kolkata Knight Riders,0.0,0.0,2012
94,Clint McKay,2,2,7.0,60,1,0,60.0,8.57,42.0,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/207/clint-mckay,Mumbai Indians,14.0,0.0,2012
95,JP Duminy,9,6,12.0,104,1,0,104.0,8.66,72.0,0,0,Overseas,0,Nan,22.0,0.0,2012
96,Jesse Ryder,11,4,7.0,70,1,0,70.0,10.0,42.0,0,0,Overseas,0,Nan,10.0,0.0,2012
97,Andre Russell,4,4,16.0,161,1,0,161.0,10.06,96.0,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/177/andre-russell,Delhi Capitals,28.0,0.0,2012
98,Brad Hodge,12,2,2.0,21,1,0,21.0,10.5,12.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/229/brad-hodge,Rajasthan Royals,0.0,0.0,2012
99,Pradeep Sangwan,1,1,4.0,42,1,0,42.0,10.5,24.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/91/pradeep-sangwan,Kolkata Knight Riders,0.0,0.0,2012
100,Akshath Reddy,5,1,3.0,32,1,0,32.0,10.66,18.0,0,0,Indian,0,Nan,0.0,0.0,2012
1,Lasith Malinga,16,16,63.0,375,28,0,13.39,5.95,13.5,0,1,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/211/lasith-malinga,Mumbai Indians,183.0,2.0,2011
2,Munaf Patel,15,15,54.2,358,22,0,16.27,6.58,14.81,0,1,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/104/munaf-patel,Mumbai Indians,145.0,1.0,2011
3,Sreenath Aravind,13,13,46.0,368,21,0,17.52,8.0,13.14,1,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/162/sreenath-aravind,Royal Challengers Bangalore,115.0,0.0,2011
4,Ravichandran Ashwin,16,16,63.0,388,20,0,19.4,6.15,18.9,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/8/ravichandran-ashwin,Chennai Super Kings,157.0,1.0,2011
5,Amit Mishra,14,14,53.2,358,19,0,18.84,6.71,16.84,1,0,Indian,0,Nan,130.0,2.0,2011
6,Doug Bollinger,13,13,47.0,329,17,0,19.35,7.0,16.58,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/18/doug-bollinger,Chennai Super Kings,114.0,1.0,2011
7,Rahul Sharma,14,14,50.0,273,16,0,17.06,5.46,18.75,0,0,Indian,0,Nan,128.0,1.0,2011
8,Iqbal Abdulla,15,15,50.0,305,16,0,19.06,6.1,18.75,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/85/iqbal-abdulla,Kolkata Knight Riders,131.0,0.0,2011
9,Ryan Harris,13,13,47.0,382,16,0,23.87,8.12,17.62,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/190/ryan-harris,Kings Xi Punjab,111.0,1.0,2011
10,Piyush Chawla,12,12,41.2,336,16,0,21.0,8.12,15.5,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,93.0,0.0,2011
11,Albie Morkel,15,14,45.0,382,15,0,25.46,8.48,18.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,102.0,1.0,2011
12,Dale Steyn,12,12,45.3,299,14,0,21.35,6.57,19.5,0,0,Overseas,0,Nan,134.0,1.0,2011
13,Harbhajan Singh,15,15,53.0,370,14,0,26.42,6.98,22.71,0,1,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,127.0,1.0,2011
14,Zaheer Khan,15,15,59.0,455,14,0,32.5,7.71,25.28,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/165/zaheer-khan,Royal Challengers Bangalore,141.0,1.0,2011
15,Yusuf Pathan,15,14,39.0,238,13,0,18.3,6.1,18.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/96/yusuf-pathan,Kolkata Knight Riders,93.0,1.0,2011
16,Shane Warne,13,12,47.0,297,13,0,22.84,6.31,21.69,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/292/shane-warne,Rajasthan Royals,117.0,0.0,2011
17,RP Singh,14,14,50.0,345,13,0,26.53,6.9,23.07,1,0,Indian,0,Nan,135.0,0.0,2011
18,Morne Morkel,11,11,43.0,325,13,0,25.0,7.55,19.84,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/169/morne-morkel,Delhi Capitals,115.0,0.0,2011
19,Daniel Vettori,13,13,51.4,311,12,0,25.91,6.01,25.83,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/243/daniel-vettori,Royal Challengers Bangalore,119.0,0.0,2011
20,Vinay Kumar,13,13,44.4,335,12,0,27.91,7.5,22.33,0,0,Indian,0,Nan,103.0,0.0,2011
21,Shakib Al Hasan,7,7,25.3,175,11,0,15.9,6.86,13.9,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/201/shakib-al-hasan,Kolkata Knight Riders,59.0,0.0,2011
22,Ishant Sharma,12,12,44.0,314,11,0,28.54,7.13,24.0,0,1,Indian,0,Nan,121.0,0.0,2011
23,Irfan Pathan,14,13,45.5,344,11,0,31.27,7.5,25.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/49/irfan-pathan,Delhi Capitals,124.0,2.0,2011
24,Dan Christian,14,14,45.4,350,11,0,31.81,7.66,24.9,0,0,Overseas,0,Nan,109.0,0.0,2011
25,Alfonso Thomas,11,11,38.3,297,11,0,27.0,7.71,21.0,0,0,Overseas,0,Nan,96.0,2.0,2011
26,Pragyan Ojha,10,10,36.5,267,10,0,26.7,7.24,22.1,0,0,Indian,0,Nan,86.0,0.0,2011
27,Praveen Kumar,13,13,46.0,345,10,0,34.5,7.5,27.6,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/77/praveen-kumar,Kings Xi Punjab,137.0,5.0,2011
28,Shadab Jakati,15,14,44.1,336,10,0,33.6,7.6,26.5,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/10/shadab-jakati,Chennai Super Kings,80.0,0.0,2011
29,Lakshmipathy Balaji,14,14,44.2,371,10,0,37.1,8.36,26.6,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/87/lakshmipathy-balaji,Kolkata Knight Riders,89.0,0.0,2011
30,Kieron Pollard,16,16,42.3,361,10,0,36.1,8.49,25.5,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/210/kieron-pollard,Mumbai Indians,73.0,0.0,2011
31,Siddharth Trivedi,12,12,35.4,303,10,0,30.3,8.49,21.4,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/147/siddharth-trivedi,Rajasthan Royals,66.0,0.0,2011
32,Yuvraj Singh,14,13,29.0,192,9,0,21.33,6.62,19.33,1,0,Indian,0,Nan,61.0,0.0,2011
33,Wayne Parnell,8,8,29.2,213,9,0,23.66,7.26,19.55,0,0,Overseas,0,Nan,75.0,0.0,2011
34,Amit Singh,9,9,28.3,215,9,0,23.88,7.54,19.0,0,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/137/amit-singh,Rajasthan Royals,75.0,1.0,2011
35,Bhargav Bhatt,10,8,27.5,229,9,0,25.44,8.22,18.55,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/68/bhargav-bhatt,Kings Xi Punjab,55.0,0.0,2011
36,Rajat Bhatia,14,12,32.0,210,8,0,26.25,6.56,24.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/92/rajat-bhatia,Kolkata Knight Riders,56.0,0.0,2011
37,Chris Gayle,12,12,36.0,244,8,0,30.5,6.77,27.0,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/236/chris-gayle,Royal Challengers Bangalore,80.0,0.0,2011
38,Ravindra Jadeja,14,14,42.0,305,8,0,38.12,7.26,31.5,0,0,Indian,0,Nan,90.0,0.0,2011
39,Ajit Agarkar,7,7,27.0,231,8,0,28.87,8.55,20.25,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/47/ajit-agarkar,Delhi Capitals,46.0,0.0,2011
40,Shalabh Srivastava,6,6,20.0,186,8,0,23.25,9.3,15.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/79/shalabh-srivastava,Kings Xi Punjab,49.0,0.0,2011
41,Shanthakumaran Sreesanth,9,9,31.5,206,7,0,29.42,6.47,27.28,0,0,Indian,0,Nan,94.0,2.0,2011
42,Johan Botha,10,10,36.0,239,7,0,34.14,6.63,30.85,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/224/johan-botha,Rajasthan Royals,81.0,0.0,2011
43,Mitchell Marsh,5,5,14.1,99,7,0,14.14,6.98,12.14,1,0,Overseas,0,Nan,25.0,0.0,2011
44,Brad Hodge,14,4,11.0,77,7,0,11.0,7.0,9.42,1,0,Overseas,0,Nan,28.0,0.0,2011
45,Jacques Kallis,15,9,24.0,170,7,0,24.28,7.08,20.57,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/198/jacques-kallis,Kolkata Knight Riders,54.0,0.0,2011
46,Paul Valthaty,14,9,24.1,189,7,0,27.0,7.82,20.71,1,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/75/paul-valthaty,Kings Xi Punjab,43.0,0.0,2011
47,James Hopes,10,9,32.0,272,7,0,38.85,8.5,27.42,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/171/james-hopes,Delhi Capitals,53.0,0.0,2011
48,Shane Watson,11,10,36.0,241,6,0,40.16,6.69,36.0,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,78.0,0.0,2011
49,Suraj Randiv,8,8,29.0,223,6,0,37.16,7.68,29.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/21/suraj-randiv,Chennai Super Kings,60.0,0.0,2011
50,Dwayne Bravo,6,6,20.0,157,6,0,26.16,7.85,20.0,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/25/dwayne-bravo,Chennai Super Kings,40.0,0.0,2011
51,Jaydev Unadkat,7,6,18.0,150,6,0,25.0,8.33,18.0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/86/jaydev-unadkat,Kolkata Knight Riders,40.0,0.0,2011
52,Shaun Tait,4,4,14.5,127,6,0,21.16,8.56,14.83,0,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/228/shaun-tait,Rajasthan Royals,42.0,1.0,2011
53,Roelof van der Merwe,4,4,14.5,92,5,0,18.4,6.2,17.8,0,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/173/roelof-van-der-merwe,Delhi Capitals,36.0,0.0,2011
54,Dhawal Kulkarni,6,6,20.0,149,5,0,29.8,7.45,24.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/101/dhawal-kulkarni,Mumbai Indians,42.0,0.0,2011
55,Brett Lee,12,12,45.2,338,5,0,67.6,7.45,54.4,0,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/196/brett-lee,Kolkata Knight Riders,108.0,1.0,2011
56,Charl Langeveldt,3,3,11.0,84,5,0,16.8,7.63,13.2,0,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/235/charl-langeveldt,Royal Challengers Bangalore,27.0,0.0,2011
57,Raiphi Gomez,11,8,15.0,124,5,0,24.8,8.26,18.0,0,0,Indian,0,Nan,33.0,1.0,2011
58,Syed Mohammad,5,5,15.0,127,5,0,25.4,8.46,18.0,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/281/syed-mohammad,Royal Challengers Bangalore,29.0,0.0,2011
59,Ashok Dinda,6,5,17.0,152,5,0,30.4,8.94,20.4,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/48/ashok-dinda,Delhi Capitals,41.0,0.0,2011
60,Abhimanyu Mithun,12,12,34.0,321,5,0,64.2,9.44,40.8,0,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/151/abhimanyu-mithun,Royal Challengers Bangalore,67.0,0.0,2011
61,Ryan McLaren,6,6,18.0,178,5,0,35.6,9.88,21.6,0,0,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/288/ryan-mclaren,Kings Xi Punjab,30.0,0.0,2011
62,Bipul Sharma,4,4,12.0,78,4,0,19.5,6.5,18.0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/69/bipul-sharma,Kings Xi Punjab,27.0,0.0,2011
63,Suresh Raina,16,12,27.3,201,4,0,50.25,7.3,41.25,0,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,62.0,0.0,2011
64,Shahbaz Nadeem,5,5,19.0,142,4,0,35.5,7.47,28.5,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/57/shahbaz-nadeem,Delhi Capitals,37.0,0.0,2011
65,Shrikant Wagh,7,7,16.0,121,4,0,30.25,7.56,24.0,0,0,Indian,0,Nan,43.0,0.0,2011
66,Jesse Ryder,13,7,15.2,118,4,0,29.5,7.69,23.0,0,0,Overseas,0,Nan,29.0,1.0,2011
67,JP Duminy,10,8,18.0,143,4,0,35.75,7.94,27.0,0,0,Overseas,0,Nan,44.0,0.0,2011
68,Tim Southee,5,5,19.0,166,4,0,41.5,8.73,28.5,0,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/307/tim-southee,Chennai Super Kings,43.0,0.0,2011
69,P Parameswaran,5,5,15.4,137,4,0,34.25,8.74,23.5,0,0,Overseas,0,Nan,41.0,0.0,2011
70,Manpreet Gony,3,3,9.0,85,4,0,21.25,9.44,13.5,0,0,Indian,0,Nan,17.0,0.0,2011
71,Ali Murtaza,5,5,20.0,117,3,0,39.0,5.85,40.0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/114/ali-murtaza,Mumbai Indians,56.0,0.0,2011
72,Bhuvneshwar Kumar,4,4,11.0,67,3,0,22.33,6.09,22.0,0,0,Indian,0,Nan,28.0,0.0,2011
73,Harmeet Singh Bansal,2,2,7.0,53,3,0,17.66,7.57,14.0,0,0,Indian,0,Nan,17.0,0.0,2011
74,Aavishkar Salvi,2,2,8.0,66,3,0,22.0,8.25,16.0,0,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/46/aavishkar-salvi,Delhi Capitals,17.0,0.0,2011
75,James Franklin,8,6,10.1,99,3,0,33.0,9.73,20.33,0,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/209/james-franklin,Mumbai Indians,14.0,0.0,2011
76,Anand Rajan,2,2,5.0,50,3,0,16.66,10.0,10.0,0,0,Indian,0,Nan,15.0,0.0,2011
